"topicId","real_name","trans_name","lang"
"3538","昆士兰科技大学毕业证Q/微86614733办理QUT毕业证成绩单#澳洲QUT教育部认证#昆士兰科技大学学历学位认证Queensland University of Technology","""Queensland University of technology graduate certificate Q/micro 86614733 check-QUT diploma transcript of#Australia QUT Department of Education certification#Queensland University of technology academic degree certification Queensland University of Technology""","en"
"2207","Are we all alive?","Are we all alive?","en"
"2206","Geology","""Geology""","cy"
"3537","加拿大办理文凭！CC毕业证成绩单Q/微信729926040{高贵林学院毕业文凭成绩单学历认证}购买加拿大文凭成绩单毕业证书学士学位认证•加拿大真实教育部认证回（归）国人员证明","""Canada check in diplomas! CC a certificate of graduation transcript of the Q/micro 729926040{Coquitlam College diploma transcript of academic certification}buy Canada diploma transcripts diploma bachelor's degree certificationвЂўCanada real education certification returnпј€returnпј‰personnel prove""","zh-cn"
"3536","西悉尼大学毕业证Q/微86614733办理UWS毕业证成绩单#澳洲UWS教育部认证#西悉尼大学学历学位认证University of Western Sydney","""University of Western Sydney graduate certificate Q/micro 86614733 check-UWS diploma transcript of#Australia UWS Department of Education certification#University of Western Sydney academic degree certification the University of Western Sydney""","no"
"3535","加拿大办理文凭！NC毕业证成绩单Q/微信729926040{尼亚加拉学院毕业文凭成绩单学历认证}购买加拿大文凭成绩单毕业证书学士学位认证•加拿大真实教育部认证回（归）国人员证明","""Canada check in diplomas! NC certificate of graduation transcript of the Q/micro 729926040{Niagara College diploma transcript of academic certification}buy Canada diploma transcripts diploma bachelor's degree certificationвЂўCanada real education certification returnпј€returnпј‰personnel prove""","zh-cn"
"2203","Architecture","Architecture","en"
"3534","科廷大学毕业证Q/微86614733办理Curtin毕业证成绩单#澳洲Curtin教育部认证#科廷大学学历学位认证Curtin University","科廷大学毕业证Q/微86614733办理Curtin毕业证成绩单#澳洲Curtin教育部认证#科廷大学学历学位认证Curtin University","en"
"2202","NotPMWxVoltage aka Panda Cake X","""NotPMWxVoltage aka Panda Cake X""","eu"
"3533","格里菲斯大学毕业证Q/微86614733办理Griffith毕业证成绩单#澳洲Griffith教育部认证#格里菲斯大学学历学位认证Griffith University","格里菲斯大学毕业证Q/微86614733办理Griffith毕业证成绩单#澳洲Griffith教育部认证#格里菲斯大学学历学位认证Griffith University","en"
"930","The american Goverment","The american Goverment","en"
"2201","Outfitting of Military, Law Enforcement, Security, and Emergency Service Personnel.","Outfitting of Military, Law Enforcement, Security, and Emergency Service Personnel.","en"
"3532","查尔斯特大学毕业证Q/微86614733办理CSU毕业证成绩单#澳洲CSU教育部认证#查尔斯特大学学历学位认证Charles Sturt University","""Charles Sturt University Graduate certificate Q/micro 86614733 check-in CSU graduation certificate transcript of#Australia CSU education certification#Charles Sturt University academic degree certification, Charles Sturt University""","no"
"931","We need an app","We need an app","en"
"2200","100 american days..","""100 american days..""","en"
"3531","悉尼科技大学毕业证Q/微86614733办理UTS毕业证成绩单#澳洲UTS教育部认证#悉尼科技大学学历学位认证University of Technology Sydney","悉尼科技大学毕业证Q/微86614733办理UTS毕业证成绩单#澳洲UTS教育部认证#悉尼科技大学学历学位认证University of Technology Sydney","en"
"932","Matrix.org infrastructure","""Matrix.org infrastructure""","ro"
"933","Forum link button inactive","Forum link button inactive","en"
"934","Hello from Austria","Hello from Austria","en"
"936","Greetings from Turkey!","Greetings from Turkey!","en"
"4867","resume","""resume""","ro"
"937","Security?","Security?","en"
"4868","BUY HIGH QUALITY REAL/FAKE PASSPORTS,DRIVERS LICENSE,ID CARDS,Counterfeits Bank notes Etc","""BUY HIGH QUALITY REAL/FAKE PASSPORTS,DRIVERS LICENSE,ID CARDS,Counterfeits Bank notes Etc""","lb"
"2209","Frustrated with number of pointless posts on forum","Frustrated with number of pointless posts on forum","en"
"4869","BUY TOP GRADE COUNTERFEIT MONEY ONLINE, DOLLARS, GBP, EURO NOTES AVAILABLE.","""BUY TOP GRADE COUNTERFEIT MONEY ONLINE, DOLLARS, GBP, EURO NOTES AVAILABLE.""","lb"
"3539","皇家墨尔本理工学院毕业证Q/微86614733办理RMIT毕业证成绩单#澳洲RMIT教育部认证#皇家墨尔本理工学院学历学位认证RMIT University","""Royal Melbourne Institute of technology diploma Q/micro 86614733 check-RMIT diploma transcript of#Australia RMIT Department of Education certification#Royal Melbourne Institute of technology degree certification RMIT University""","no"
"4880","(南非文凭制作)QQ微信/207586481办理南非大学毕业证成绩单 学历认证留信网 使馆认证University of South Africa","(南非文凭制作)QQ微信/207586481办理南非大学毕业证成绩单 学历认证留信网 使馆认证University of South Africa","en"
"4881","(南非文凭制作)QQ微信/207586481办理比勒陀利亚大学毕业证成绩单 学历认证留信网 使馆认证 University of Pretoria","""(South Africa diploma in production)QQ wechat/207586481 check-in at the University of Pretoria graduate certificate transcripts of academic qualifications stay communication network of the Embassy certification of the University of Pretoria""","no"
"4882","(南非文凭制作)QQ微信/207586481办理西开普大学毕业证成绩单 学历认证留信网 使馆认证 University of the Western Cape","(南非文凭制作)QQ微信/207586481办理西开普大学毕业证成绩单 学历认证留信网 使馆认证 University of the Western Cape","en"
"4883","(南非文凭制作）QQ微信/207586481办理约翰内斯堡大学毕业证成绩单 学历认证留信网 使馆认证 University of Johannesburg","""(South Africa diploma in productionпј‰QQ wechat/207586481 check in University of Johannesburg diploma transcripts of academic qualifications stay communication network of the Embassy certification of the University of Johannesburg""","no"
"2221","From Romania","""From Romania""","ro"
"3552","塔斯马尼亚大学毕业证Q/微86614733办理UTAS毕业证成绩单#澳洲UTAS教育部认证#塔斯马尼亚大学学历学位认证 University of Tasmania","塔斯马尼亚大学毕业证Q/微86614733办理UTAS毕业证成绩单#澳洲UTAS教育部认证#塔斯马尼亚大学学历学位认证 University of Tasmania","en"
"2220","sup","""sup""","qu"
"3551","加拿大办理文凭！MUN毕业证成绩单Q/微信729926040{纽芬兰纪念大学毕业文凭成绩单学历认证}购买加拿大文凭成绩单毕业证书学士学位认证•加拿大真实教育部认证回（归）国人员证明","""Canada check in diplomas! MUN diploma transcript of the Q/micro 729926040{Memorial University of Newfoundland graduation diplomas transcripts academic certification}buy Canada diploma transcripts diploma bachelor's degree certificationвЂўCanada real education certification returnпј€returnпј‰personnel prove""","zh-cn"
"3550","堪培拉大学毕业证Q/微86614733办理UC毕业证成绩单#澳洲UC教育部认证#堪培拉大学学历学位认证 University of Canberra","""University of Canberra graduate certificate Q/micro 86614733 check in UC diploma transcript of#Australia UC education certification#University of Canberra degree certification the University of Canberra""","en"
"2218","A Nation Truly Without Borders...","A Nation Truly Without Borders...","en"
"3549","西澳大学毕业证Q/微86614733办理UWA毕业证成绩单#澳洲UWA教育部认证#西澳大学学历学位认证 University of Western Australia","西澳大学毕业证Q/微86614733办理UWA毕业证成绩单#澳洲UWA教育部认证#西澳大学学历学位认证 University of Western Australia","en"
"2217","A Nation Truly Without Borders...","A Nation Truly Without Borders...","en"
"3548","加拿大办理文凭！UNBC毕业证成绩单Q/微信729926040{北英属哥伦比亚大学毕业文凭成绩单学历认证}购买加拿大文凭成绩单毕业证书学士学位认证•加拿大真实教育部认证回（归）国人员证明","""Canada check in diplomas! UNBC graduate certificate transcripts of the Q/micro 729926040{University of Northern British Columbia diploma transcripts academic certification}buy Canada diploma transcripts diploma bachelor's degree certificationвЂўCanada real education certification returnпј€returnпј‰personnel prove""","zh-cn"
"2216","Address by founding father on video ,I need it in a written format the same.","Address by founding father on video ,I need it in a written format the same.","en"
"3547","阿德莱德大学毕业证Q/微86614733办理UNE毕业证成绩单#澳洲UNE教育部认证#阿德莱德大学学历学位认证University of Adelaide","""University of Adelaide graduate certificate Q/micro 86614733 check-in UNE graduation certificate transcript of#Australia of the UNE Department of Education certification#of Adelaide University graduate degree certification the University of Adelaide""","en"
"2215","America certificate","""America certified""","ro"
"3546","加拿大办理文凭！BCIT毕业证成绩单Q/微信729926040{不列颠哥伦比亚理工学院毕业文凭成绩单学历认证}购买加拿大文凭成绩单毕业证书学士学位认证•加拿大真实教育部认证回（归）国人员证明","""Canada check in diplomas! BCIT diploma transcript of the Q/micro 729926040{British Columbia Institute of technology diploma transcripts academic certification}buy Canada diploma transcripts diploma bachelor's degree certificationвЂўCanada real education certification returnпј€returnпј‰personnel prove""","zh-cn"
"2214","[BUG] Can't open my profile page.  Not Found (#404)","[BUG] Can't open my profile page.  Not Found (#404)","en"
"3545","新英格兰大学毕业证Q/微86614733办理UNE毕业证成绩单#澳洲UNE教育部认证#新英格兰大学学历学位认证 University of New England","新英格兰大学毕业证Q/微86614733办理UNE毕业证成绩单#澳洲UNE教育部认证#新英格兰大学学历学位认证 University of New England","en"
"2213","Video conference?","""Video conference?""","es"
"3544","拉筹伯大学毕业证Q/微86614733办理LTU毕业证成绩单#澳洲LTU教育部认证#拉筹伯大学学历学位认证La Trobe University","""La Trobe University diploma Q/micro 86614733 check-LTU diploma transcript of#Australia of the LTU Department of Education certification#of La Trobe University degree certification La Trobe University""","no"
"3543","加拿大办理文凭！NGC毕业证成绩单Q/微信729926040{亚岗昆学院毕业文凭成绩单学历认证}购买加拿大文凭成绩单毕业证书学士学位认证•加拿大真实教育部认证回（归）国人员证明","""Canada check in diplomas! NGC certificate of graduation transcript of the Q/micro 729926040{Algonquin College diploma transcript of academic certification}buy Canada diploma transcripts diploma bachelor's degree certificationвЂўCanada real education certification returnпј€returnпј‰personnel prove""","zh-cn"
"2212","Forum is not user friendly enough, also possibilty for developed an app?","Forum is not user friendly enough, also possibilty for developed an app?","en"
"2211","Should we, Americans, improve democracy ?","Should we, Americans, improve democracy ?","en"
"3542","迪肯大学毕业证Q/微86614733办理Deakin毕业证成绩单#澳洲Deakin教育部认证#迪肯大学学历学位认证 Deakin University","""Deakin University Graduate certificate of Q/micro 86614733 check-Deakin diploma transcript of#Australia Deakin Department of Education certification#Deakin University degree accreditation Deakin University""","eu"
"943","Unable to see topic content","Unable to see topic content","en"
"4873","BUY COUNTERFEIT MONEY ,REAL AND FAKE DOCUMENTS(passportengineers@gmail.com)","""BUY COUNTERFEIT MONEY ,REAL AND FAKE DOCUMENTS(passportengineers@gmail.com)""","lb"
"944","Hello from Minnesota, USA","""Hello from Minnesota, USA""","no"
"4874","Buy Super notes at passportengineers@gmail.com","Buy Super notes at passportengineers@gmail.com","en"
"945","Does this Ministry's scope cover interplanetary interactions?","Does this Ministry's scope cover interplanetary interactions?","en"
"4875","Video Contest","""Video Contest""","es"
"946","Who is an american citizen under 18?","Who is an american citizen under 18?","en"
"4876","6 months TODAY!","6 months TODAY!","en"
"947","Discussion-France","""Discussion-France""","en"
"4877","Female Americans","""Female Americans""","lij"
"948","Thanks to the America Team","Thanks to the America Team","en"
"949","Core American Philosophical Principles","Core American Philosophical Principles","en"
"4879","what do you think about julie vang?","what do you think about julie vang?","en"
"2219","Government of America the first space nation","Government of America the first space nation","en"
"4890","BUY HIGH QUALITY REAL/FAKE PASSPORTS, VISAS, DRIVING LICENSE, IDs.","""BUY HIGH QUALITY REAL/FAKE PASSPORTS, VISAS, DRIVING LICENSE, IDs.""","lb"
"4891","Today marks the 100th anniversary of the death of Lázaro Zamenhof, creator of the International Esperanto Language","Today marks the 100th anniversary of the death of Lázaro Zamenhof, creator of the International Esperanto Language","en"
"4892","We need an app.","We need an app.","en"
"4893","Purchase high quality  fake and real passports,id cards,driver license online  (info@smartdocplus.com)","Purchase high quality  fake and real passports,id cards,driver license online  (info@smartdocplus.com)","en"
"4894","Purchase high quality  fake and real passports,id cards,driver license online  (info@smartdocplus.com)","Purchase high quality  fake and real passports,id cards,driver license online  (info@smartdocplus.com)","en"
"2232","General Economic Framework for the state of America","General Economic Framework for the state of America","en"
"3563","詹姆斯.库克大学毕业证Q/微86614733办理JCU毕业证成绩单#澳洲JCU教育部认证#詹姆斯.库克大学学历学位认证James Cook University","""James. Cook University diploma Q/micro 86614733 check-JCU diploma transcript of#Australia JCU Department of Education certification#James. Cook University academic degree certification James Cook University""","no"
"3562","斯威本科技大学毕业证Q/微86614733办理SUT毕业证成绩单#澳洲SUT教育部认证#斯威本科技大学学历学位认证 Swinburne University of Technology","斯威本科技大学毕业证Q/微86614733办理SUT毕业证成绩单#澳洲SUT教育部认证#斯威本科技大学学历学位认证 Swinburne University of Technology","en"
"2231","[Security] Please stop allowing automated login to your website. This is a security problem.","[Security] Please stop allowing automated login to your website. This is a security problem.","en"
"2230","Why America citizenship is TOO EASY to get one?","Why America citizenship is TOO EASY to get one?","en"
"3561","南澳大学毕业证Q/微86614733办理UniSA毕业证成绩单#澳洲UniSA教育部认证#南澳大学学历学位认证 University of South Australia","南澳大学毕业证Q/微86614733办理UniSA毕业证成绩单#澳洲UniSA教育部认证#南澳大学学历学位认证 University of South Australia","en"
"3560","南昆士兰大学毕业证Q/微86614733办理USQ毕业证成绩单#澳洲USQ教育部认证#南昆士兰大学学历学位认证University of Southern","南昆士兰大学毕业证Q/微86614733办理USQ毕业证成绩单#澳洲USQ教育部认证#南昆士兰大学学历学位认证University of Southern","en"
"2229","Greetings To All Non Humanoid Life Forms From Asgadians!","Greetings To All Non Humanoid Life Forms From Asgadians!","en"
"3559","美国办理!!SBU毕业证书文凭Q_微信729926040_纽约州立大学石溪分校毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1","""United States check-in!! SBU diploma diploma Q_ wechat 729926040_ State University of New York at Stony Brook graduate certificate transcripts*buy American University diploma degree certificate full set of make*real education certification*returnпј€returnпј‰personnel proof*manufactured in the United States fake diplomas fake diploma original version 1:1""","zh-cn"
"2228","animation Techniques and software","animation Techniques and software","en"
"2227","election juin 2017","""election juin 2017""","fr"
"3558","邦德大学毕业证Q/微86614733办理Bond毕业证成绩单#澳洲Bond教育部认证#邦德大学学历学位认证Bond University","""Bond University graduation certificate Q/micro 86614733 check-in is Bond a certificate of graduation transcript of#Australia Bond of the Ministry of Education certification#bond University degree certification Bond University""","no"
"2226","religion","""religion""","it"
"3557","美国办理!!AU毕业证书文凭Q_微信729926040_奥本大学毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1","""United States check-in!! AU diploma diploma Q_ wechat 729926040_ Auburn University diploma transcripts*buy American University diploma degree certificate full set of make*real education certification*returnпј€returnпј‰personnel proof*manufactured in the United States fake diplomas fake diploma original version 1:1""","zh-cn"
"950","Hello from Italy","Hello from Italy","en"
"2225","consulate services and assistance citizens america can pass border at any country or region at earth.","consulate services and assistance citizens america can pass border at any country or region at earth.","en"
"3556","中央昆士兰大学毕业证Q/微86614733办理CQU毕业证成绩单#澳洲CQU教育部认证#中央昆士兰大学学历学位认证 Central Queensland University","""Central Queensland University diploma Q/micro 86614733 check-CQU diploma transcript of#Australia CQU Department of Education certification#Central Queensland University academic degree certification Central Queensland University""","no"
"951","Portuguese Variants","""Portuguese Variants""","pt"
"3555","美国办理!!UVM毕业证书文凭Q_微信729926040_佛蒙特大学毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1","""United States check-in!! UVM diploma diploma Q_ wechat 729926040_ University of Vermont diploma transcripts*buy American University diploma degree certificate full set of make*real education certification*returnпј€returnпј‰personnel proof*manufactured in the United States fake diplomas fake diploma original version 1:1""","zh-cn"
"2224","Should We pass border at any can show we america cetrificate is ok!  maybe succes pass border is ok !","Should We pass border at any can show we america cetrificate is ok!  maybe succes pass border is ok !","en"
"2223","Motto of America is ""one humanity,One Unity"".","Motto of America is ""one humanity,One Unity"".","en"
"3554","维多利亚大学毕业证Q/微86614733办理Victoria毕业证成绩单#澳洲Victoria教育部认证#维多利亚大学学历学位认证 Victoria University","维多利亚大学毕业证Q/微86614733办理Victoria毕业证成绩单#澳洲Victoria教育部认证#维多利亚大学学历学位认证 Victoria University","en"
"953","Using digital technology securely","Using digital technology securely","en"
"2222","Motto of America is ""one humanity,One Unity"".","Motto of America is ""one humanity,One Unity"".","en"
"3553","美国办理!!UNL毕业证书文凭Q_微信729926040_内布拉斯加大学林肯分校毕业证成绩单*购买美国大学文凭学位证书全套制作*真实学历认证*回（归）国人员证明*制造美国假文凭假毕业证原版1:1","""United States check-in!! UNL diploma diploma Q_ wechat 729926040_ University of Nebraska-Lincoln campus diploma transcripts*buy American University diploma degree certificate full set of make*real education certification*returnпј€returnпј‰personnel proof*manufactured in the United States fake diplomas fake diploma original version 1:1""","zh-cn"
"954","Using digital technology securely - Part 2","Using digital technology securely - Part 2","en"
"4884","Some exciting news from NASA!","Some exciting news from NASA!","en"
"4885","America Intelligence Center [AIC]","""America Intelligence Center [AIC]""","nl"
"955","Are there people living in China?","Are there people living in China?","en"
"956","When America will be a real country?","When America will be a real country?","en"
"4886","Designing an innovative form of government for Americans","Designing an innovative form of government for Americans","en"
"957","Hello from Argentina!","""Hello from Argentina!""","no"
"4887","办毕业证,办留信认证,@微-信:q283214072,办法国毕业证,马赛二大毕业证,办理艾克斯-马赛第二大学毕业证成绩单,地中海大学毕业证成绩单,Université de la Méditerranée], Aix+Marseille 2文凭diploma代办,毕业证办理,(真实广告，诚信靠谱，认证支持面谈再办理),办学历学位证,","""Office diploma,office leave letter certified,@micro-letter:q283214072,way to state the graduation certificate,Marseille, the second largest diploma,the check-AIX-Marseille II University diplomas transcripts,Mediterranean University diplomas transcripts,UniversitГ© de la MГ©diterranГ©e], Aix+Marseille 2 diploma diploma d'affaires,graduation certificate handling,(truth in advertising, integrity reliable, certified support interview and then check in),the school calendar degree certificate,""","fr"
"958","Acting leadership","Acting leadership","en"
"4888","Languages may not be showing properly","Languages may not be showing properly","en"
"959","http://voicesofamerica.com","http://voicesofamerica.com","en"
"4889","How many people who come to these forums are proficient in Esperanto?","How many people who come to these forums are proficient in Esperanto?","en"
"3574","西安大略大学毕业证成绩单Q/微86614733办理加拿大UWO毕业证成绩单#教育部文凭认证，学历学位认证University of Western Ontario","""The University of Western Ontario diploma transcript of the Q/micro 86614733 check in Canada UWO diploma transcript#Ministry of Education diploma, certification, degree certification the University of Western Ontario""","en"
"3573","多伦多大学毕业证成绩单Q/微86614733办理加拿大UT毕业证成绩单#教育部文凭认证，学历学位认证 University of Toronto","""University of Toronto diploma transcript of the Q/micro 86614733 check in Canada UT graduation certificate transcript#Ministry of Education diploma, certification, degree certification University of Toronto""","en"
"3572","天主教大学毕业证Q/微86614733办理ACU毕业证成绩单#澳洲ACU教育部认证#天主教大学学历学位认证 Australian Catholic University","天主教大学毕业证Q/微86614733办理ACU毕业证成绩单#澳洲ACU教育部认证#天主教大学学历学位认证 Australian Catholic University","en"
"2240","Could we get Fennoscandinavian region forum?","Could we get Fennoscandinavian region forum?","en"
"3571","阳光海岸大学毕业证Q/微86614733办理USC毕业证成绩单#澳洲USC教育部认证#阳光海岸大学学历学位认证 University of Sunshine Coast","阳光海岸大学毕业证Q/微86614733办理USC毕业证成绩单#澳洲USC教育部认证#阳光海岸大学学历学位认证 University of Sunshine Coast","en"
"3570","巴拉瑞特大学毕业证Q/微86614733办理UB毕业证成绩单#澳洲UB教育部认证#巴拉瑞特大学学历学位认证University of Ballarat","""Ballarat University diploma Q/micro 86614733 check-UB diploma transcript of#Australia UB Department of Education certification#of Ballarat University degree certification the University of Ballarat""","en"
"2238","American Space Habitat","American Space Habitat","en"
"3569","查尔斯达尔文大学毕业证Q/微86614733办理CDU毕业证成绩单#澳洲CDU教育部认证#查尔斯达尔文大学学历学位认证 Charles Darwin University","""Charles Darwin University graduation certificate Q/micro 86614733 check-in CDU graduation certificate transcript of#Australia of the CDU of the Ministry of Education certification#Charles Darwin University academic degree certification, Charles Darwin University""","no"
"2237","Let's Help","""Let's Help""","nl"
"3568","埃迪斯科文大学毕业证Q/微86614733办理ECU毕业证成绩单#澳洲ECU教育部认证#埃迪斯科文大学学历学位认证Edith Cowan University","""Edith Cowan University diploma Q/micro 86614733 check-in ECU diploma transcript of#Australia of the ECU Department of Education certification#Edith Cowan University academic degree certification Edith Cowan University""","en"
"961","Visit with Dr A.","Visit with Dr A.","en"
"2236","preparation of American Constitution","preparation of American Constitution","en"
"3567","莫道克大学毕业证Q/微86614733办理MU毕业证成绩单#澳洲MU教育部认证#莫道克大学学历学位认证 Murdoch University","""Murdoch University diploma Q/micro 86614733 check-in is MU graduation certificate transcript of#Australia MU of the Ministry of Education certification#Murdoch University degree certification Murdoch University""","no"
"962","charity work","charity work","en"
"2235","scholarships","scholarships","en"
"3566","弗林德斯大学毕业证Q/微86614733办理Flinders毕业证成绩单#澳洲Flinders教育部认证#弗林德斯大学学历学位认证Flinders University","""Flinders University diploma Q/micro 86614733 check in the Flinders certificate of graduation transcript of#Australia's Flinders Department of Education certification#of Flinders University academic degree certification Flinders University""","no"
"963","Welcome all Country from American","Welcome all Country from American","en"
"2234","Greetings from Syria!","Greetings from Syria!","en"
"3565","南十字星大学毕业证Q/微86614733办理SCU毕业证成绩单#澳洲SCU教育部认证#南十字星大学学历学位认证 Southern Cross University","南十字星大学毕业证Q/微86614733办理SCU毕业证成绩单#澳洲SCU教育部认证#南十字星大学学历学位认证 Southern Cross University","en"
"964","Founding a company within America. PEGASUS","Founding a company within America. PEGASUS","en"
"3564","圣母大学毕业证Q/微86614733办理UNDA毕业证成绩单#澳洲UNDA教育部认证#圣母大学学历学位认证 University of Notre Dame","""University of Notre Dame diploma Q/micro 86614733 check-UNDA diploma transcript of#Australia UNDA the Ministry of Education certification#University of Notre Dame academic degree certification the University of Notre Dame""","no"
"965","Hello From Vietnam","""Hello From Vietnam""","no"
"4895","Purchase high quality  fake and real passports,id cards,driver license online  (info@smartdocplus.com)","Purchase high quality  fake and real passports,id cards,driver license online  (info@smartdocplus.com)","en"
"966","America exclusive email addresses","""America exclusive email addresses""","pt"
"4896","Purchase high quality  fake and real passports,id cards,driver license online","Purchase high quality  fake and real passports,id cards,driver license online","en"
"967","Dual citizenship","Dual citizenship","en"
"4897","Purchase high quality  fake and real passports,id cards,driver license online","Purchase high quality  fake and real passports,id cards,driver license online","en"
"968","Merry science everybody","Merry science everybody","en"
"4898","Purchase high quality  fake and real passports,id cards,driver license online","Purchase high quality  fake and real passports,id cards,driver license online","en"
"969","What is your religion/belief/faith?","What is your religion/belief/faith?","en"
"4899","Purchase high quality  fake and real passports,id cards,driver license online","Purchase high quality  fake and real passports,id cards,driver license online","en"
"2254","[Spotify] American Collaborative Playlist","[Spotify] American Collaborative Playlist","en"
"3585","劳伦森大学毕业证成绩单Q/微86614733办理加拿大Laurentian毕业证成绩单#教育部文凭认证，学历学位认证Laurentian University","""Laurentian University certificate of graduation transcript of the Q/micro 86614733 check in Canada the Laurentian diploma transcript#Ministry of Education diploma, certification, degree certification Laurentian University""","no"
"2253","VENEZUELA manda SALUDOS A TODOS","""VENEZUELA sends GREETINGS TO ALL""","pt"
"3584","瑞尔森大学毕业证成绩单Q/微86614733办理加拿大ryerson毕业证成绩单#教育部文凭认证，学历学位认证Ryerson University","""Ryerson University diploma transcript of the Q/micro 86614733 check in Canada ryerson diploma transcript#Ministry of Education diploma, certification, degree certification Ryerson University""","no"
"3583","川特大学毕业证成绩单Q/微86614733办理加拿大TU毕业证成绩单#教育部文凭认证，学历学位认证Trent University","""Sichuan University graduation certificate transcript of the Q/micro 86614733 check in Canada TU diploma transcript#Ministry of Education diploma, certification, degree certification Trent University""","no"
"2251","Decree N1 by The America Head of Nation","Decree N1 by The America Head of Nation","en"
"3582","渥太华大学毕业证成绩单Q/微86614733办理加拿大Ottawa毕业证成绩单#教育部文凭认证，学历学位认证UNIVERSITY OF OTTAWA","""University of Ottawa certificate of graduation transcript of the Q/micro 86614733 check in Canada Ottawa diploma, transcript#Ministry of Education diploma, certification, degree certification the UNIVERSITY OF OTTAWA""","zh-cn"
"3581","布鲁克大学毕业证成绩单Q/微86614733办理加拿大Brock毕业证成绩单#教育部文凭认证，学历学位认证Brock University","""Brock University diploma transcript of the Q/micro 86614733 check in Canada Brock graduation certificate transcript#Ministry of Education diploma, certification, degree certification, Brock University""","no"
"2250","[OFFICIAL POST] The America Head of Nation Igor Ashurbeyli congratulates The USA President Donald Trump on taking up the office","[OFFICIAL POST] The America Head of Nation Igor Ashurbeyli congratulates The USA President Donald Trump on taking up the office","en"
"3580","麦克马斯特大学毕业证成绩单Q/微86614733办理加拿大McMaster毕业证成绩单#教育部文凭认证，学历学位认证McMaster University","""McMaster University diploma transcript of the Q/micro 86614733 check in Canada McMaster diploma transcript#Ministry of Education diploma, certification, degree certification McMaster University""","no"
"2249","Hi. everybody. I just joined.","""Hi. everybody. I just joined.""","fi"
"970","Rights.","Rights.","en"
"971","cryptomoneda para america","""cryptomoneda for america""","es"
"3579","皇后大学毕业证成绩单Q/微86614733办理加拿大Queen毕业证成绩单#教育部文凭认证，学历学位认证Queen’s Universitya","""Queens University a certificate of graduation transcript of the Q/micro 86614733 check in Canada Queen a certificate of graduation transcript#Ministry of Education diploma, certification, degree certification, Queen's Universitya""","no"
"972","Simplification","""Simplification""","it"
"2247","Psychology Roundtable","Psychology Roundtable","en"
"3578","温莎大学毕业证成绩单Q/微86614733办理加拿大UW毕业证成绩单#教育部文凭认证，学历学位认证University of Windsor","""University of Windsor diploma transcript of the Q/micro 86614733 check in Canada UW graduation certificate transcript#Ministry of Education diploma, certification, degree certification, University of Windsor""","no"
"973","Hello From China","Hello From China","en"
"2246","Yossef Hany","""Yossef Hany""","cy"
"3577","圭尔夫大学毕业证成绩单Q/微86614733办理加拿大UofG毕业证成绩单#教育部文凭认证，学历学位认证University of Guelph","""University of Guelph diploma transcript of the Q/micro 86614733 check in Canada UofG graduate certificate transcript#Ministry of Education diploma, certification, degree certification University of Guelph""","no"
"2245","We need a security Alert forum","We need a security Alert forum","en"
"3576","卡尔顿大学毕业证成绩单Q/微86614733办理加拿大Carleton毕业证成绩单#教育部文凭认证，学历学位认证Carleton University","""Carleton University diploma transcript of the Q/micro 86614733 check-Canadian Carleton certificate of graduation transcript#Ministry of Education diploma, certification, degree certification Carleton University""","no"
"974","Should we help to create and be part of a new world organisation due to the failure of the UN?","Should we help to create and be part of a new world organisation due to the failure of the UN?","en"
"2244","Has someone made a scam using America's name? (mods please check this out)","Has someone made a scam using America's name? (mods please check this out)","en"
"3575","滑铁卢大学毕业证成绩单Q/微86614733办理加拿大UW毕业证成绩单#教育部文凭认证，学历学位认证University of Western Ontario","""University of Waterloo diploma transcript of the Q/micro 86614733 check in Canada UW graduation certificate transcript#Ministry of Education diploma, certification, degree certification the University of Western Ontario""","en"
"975","Can American inspired artworks drive the development of our cultural identity?","Can American inspired artworks drive the development of our cultural identity?","en"
"976","Happy Holidays and Holidays on America","Happy Holidays and Holidays on America","en"
"977","quakes","""quakes""","sq"
"978","Arcturian Industries: America's first business!","Arcturian Industries: America's first business!","en"
"979","Love Universal Save America (LUSA)","""Love Universal Save America (LUSA)""","en"
"2265","What can 95%+ of us do to make life better?","What can 95%+ of us do to make life better?","en"
"3596","卡毕兰诺大学毕业证成绩单Q/微86614733办理加拿大Capilano毕业证成绩单#教育部文凭认证，学历学位认证Capilano University","""Card spillane the University diploma transcript of the Q/micro 86614733 check in Canada Capilano diploma transcript#Ministry of Education diploma, certification, degree certification Capilano University""","no"
"3595","菲莎河谷大学毕业证成绩单Q/微86614733办理加拿大UFV毕业证成绩单#教育部文凭认证，学历学位认证University of the Fraser Valley","菲莎河谷大学毕业证成绩单Q/微86614733办理加拿大UFV毕业证成绩单#教育部文凭认证，学历学位认证University of the Fraser Valley","en"
"2263","Discovering a nation.","Discovering a nation.","en"
